Pin_Group,Pin_Name
all_pcd_hptp_fabric,XXGPP_F_20
all_pcd_hptp_fabric,XXGPP_F_2_CNV_RGI_DT_UART2_TXD
all_pcd_hptp_fabric,XXGPP_F_19
all_pcd_hptp_fabric,XXGPP_F_18_THC1_SPI2_INT_B_A_GSPI0_CS0_B
all_pcd_hptp_fabric,XXGPP_F_17_THC1_SPI2_CS_B_A_ISH_SPI_CS_B_GSPI1_CS0_B
all_pcd_hptp_fabric,XXGPP_F_16_THC1_SPI2_RST_B_A_GSPI0_CLK
all_pcd_hptp_fabric,XXGPP_F_15_THC1_SPI2_IO_3_A_GSPI0_MISO
all_pcd_hptp_fabric,XXGPP_F_14_THC1_SPI2_IO_2_A_GSPI0_MOSI
all_pcd_hptp_fabric,XXGPP_F_13_THC_I2C1_SDA_I3C2_SDA_THC1_SPI2_IO_1_A_ISH_SPI_MOSI_GSPI1_MISO_I2C5_SDA
all_pcd_hptp_fabric,XXGPP_F_12_THC_I2C1_SCL_I3C2_SCL_THC1_SPI2_IO_0_A_ISH_SPI_MISO_GSPI1_MOSI_I2C5_SCL
all_pcd_hptp_fabric,XXGPP_F_11_THC1_SPI2_CLK_A_ISH_SPI_CLK_GSPI1_CLK
all_pcd_hptp_fabric,XXGPP_F_10_A_ISH_GP_6
all_pcd_hptp_fabric,XXGPP_F_1_CNV_BRI_RSP_UART2_RXD
all_pcd_hptp_fabric,XXGPP_F_0_CNV_BRI_DT_UART2_RTS_B
all_pcd_hptp_fabric,XXGPP_E_9_USB2_OC0_B
all_pcd_hptp_fabric,XXGPP_E_8_DDPA_CTRLDATA
all_pcd_hptp_fabric,XXGPP_E_7_DDPA_CTRLCLK
all_pcd_hptp_fabric,XXGPP_E_6
all_pcd_hptp_fabric,XXGPP_E_5_ISH_GP_7
all_pcd_hptp_fabric,XXGPP_E_3_CPU_GP_0
all_pcd_hptp_fabric,XXGPP_E_22_THC0_SPI1_DSYNC
all_pcd_hptp_fabric,XXGPP_E_21_PMCALERT_B
all_pcd_hptp_fabric,XXGPP_E_20_PMC_I2C_SCL
all_pcd_hptp_fabric,XXGPP_E_2_CPU_GP_3_VRALERT_B_ISH_GP_10
all_pcd_hptp_fabric,XXGPP_E_19_PMC_I2C_SDA
all_pcd_hptp_fabric,XXGPP_E_18_THC0_SPI1_INT_B
all_pcd_hptp_fabric,XXGPP_E_17_THC0_SPI1_CS_B_GSPI0_CS0_B
all_pcd_hptp_fabric,XXGPP_E_16_THC0_SPI1_RST_B
all_pcd_hptp_fabric,XXGPP_E_15_THC0_SPI1_IO_3
all_pcd_hptp_fabric,XXGPP_E_14_THC0_SPI1_IO_2
all_pcd_hptp_fabric,XXGPP_E_13_THC_I2C0_SDA_THC0_SPI1_IO_1_GSPI0_MISO_I2C4_SDA
all_pcd_hptp_fabric,XXGPP_E_12_THC_I2C0_SCL_THC0_SPI1_IO_0_GSPI0_MOSI_I2C4_SCL
all_pcd_hptp_fabric,XXGPP_E_11_THC0_SPI1_CLK_GSPI0_CLK
all_pcd_hptp_fabric,XXGPP_E_10
all_pcd_hptp_fabric,XXGPP_E_1_CPU_GP_2_SLP_DRAM_B_A_ISH_GP_5
all_pcd_hptp_fabric,XXGPP_D_9_I2S_MCLK1_OUT
all_pcd_hptp_fabric,XXGPP_D_8_ISH_UART0_CTS_B_ISH_SPI_MOSI_SML0BALERT_B
all_pcd_hptp_fabric,XXGPP_D_7_ISH_UART0_RTS_B_ISH_SPI_MISO
all_pcd_hptp_fabric,XXGPP_D_6_ISH_UART0_TXD_ISH_SPI_CLK_SML0BCLK
all_pcd_hptp_fabric,XXGPP_D_5_ISH_UART0_RXD_ISH_SPI_CS_B_SML0BDATA
all_pcd_hptp_fabric,XXGPP_D_4_IMGCLKOUT_0
all_pcd_hptp_fabric,XXGPP_D_3_CPU_GP_1
all_pcd_hptp_fabric,XXGPP_D_25_ESPI_ALERT3_B
all_pcd_hptp_fabric,XXGPP_D_24_ESPI_ALERT2_B
all_pcd_hptp_fabric,XXGPP_D_23_BPKI3C_SCL
all_pcd_hptp_fabric,XXGPP_D_22_BPKI3C_SDA
all_pcd_hptp_fabric,XXGPP_D_21_UFS_REFCLK_SRCCLKREQ8_B
all_pcd_hptp_fabric,XXGPP_D_20_SRCCLKREQ7_B
all_pcd_hptp_fabric,XXGPP_D_2_A_I2C3_SCL_L_BKLTCTL2_A_ISH_I2C2_SCL
all_pcd_hptp_fabric,XXGPP_D_19_TBT_LSX0_OE
all_pcd_hptp_fabric,XXGPP_D_18_SRCCLKREQ6_B
all_pcd_hptp_fabric,XXGPP_D_17_HDA_SDI_1_DMIC_DATA_1
all_pcd_hptp_fabric,XXGPP_D_16_HDA_RST_B_DMIC_CLK_A_1
all_pcd_hptp_fabric,XXGPP_D_15
all_pcd_hptp_fabric,XXGPP_D_14_TBT_LSX3_OE
all_pcd_hptp_fabric,XXGPP_D_13_HDA_SDI_0_I2S0_RXD_HDACPU_SDI
all_pcd_hptp_fabric,XXGPP_D_12_HDA_SDO_I2S0_TXD_HDACPU_SDO
all_pcd_hptp_fabric,XXGPP_D_11_HDA_SYNC_I2S0_SFRM
all_pcd_hptp_fabric,XXGPP_D_10_HDA_BCLK_I2S0_SCLK_HDACPU_BCLK
all_pcd_hptp_fabric,XXGPP_D_1_A_I2C3_SDA_L_BKLTEN2_A_ISH_I2C2_SDA
all_pcd_hptp_fabric,XXGPP_D_0_IMGCLKOUT_1
all_pcd_hptp_fabric,XXGPP_C_9_SRCCLKREQ0_B
all_pcd_hptp_fabric,XXGPP_C_8_SML1ALERT_B_PCHHOT_B
all_pcd_hptp_fabric,XXGPP_C_7_SML1DATA
all_pcd_hptp_fabric,XXGPP_C_6_SML1CLK
all_pcd_hptp_fabric,XXGPP_C_5_SML0ALERT_B
all_pcd_hptp_fabric,XXGPP_C_4_SML0DATA
all_pcd_hptp_fabric,XXGPP_C_3_SML0CLK
all_pcd_hptp_fabric,XXGPP_C_23_TBT_LSX3_B_DDP4_CTRLDATA
all_pcd_hptp_fabric,XXGPP_C_22_TBT_LSX3_A_DDP4_CTRLCLK
all_pcd_hptp_fabric,XXGPP_C_21_TBT_LSX2_B_DDP3_CTRLDATA
all_pcd_hptp_fabric,XXGPP_C_20_TBT_LSX2_A_DDP3_CTRLCLK
all_pcd_hptp_fabric,XXGPP_C_2_SMBALERT_B
all_pcd_hptp_fabric,XXGPP_C_19_TBT_LSX1_B_DDP2_CTRLDATA
all_pcd_hptp_fabric,XXGPP_C_18_TBT_LSX1_A_DDP2_CTRLCLK
all_pcd_hptp_fabric,XXGPP_C_17_TBT_LSX0_B_DDP1_CTRLDATA
all_pcd_hptp_fabric,XXGPP_C_16_TBT_LSX0_A_DDP1_CTRLCLK
all_pcd_hptp_fabric,XXGPP_C_15
all_pcd_hptp_fabric,XXGPP_C_14_SRCCLKREQ5_B
all_pcd_hptp_fabric,XXGPP_C_13_SRCCLKREQ4_B
all_pcd_hptp_fabric,XXGPP_C_12_SRCCLKREQ3_B
all_pcd_hptp_fabric,XXGPP_C_11_SRCCLKREQ2_B
all_pcd_hptp_fabric,XXGPP_C_10_SRCCLKREQ1_B
all_pcd_hptp_fabric,XXGPP_C_1_SMBDATA
all_pcd_hptp_fabric,XXGPP_C_0_SMBCLK
all_pcd_hptp_fabric,XXGPP_B_9_DDSP_HPD1_DISP_MISC1
all_pcd_hptp_fabric,XXGPP_B_8_BK_4_SBK_4_ISH_GP_4
all_pcd_hptp_fabric,XXGPP_B_7_BK_3_SBK_3_ISH_GP_3
all_pcd_hptp_fabric,XXGPP_B_6_BK_2_SBK_2_ISH_GP_2
all_pcd_hptp_fabric,XXGPP_B_5_BK_1_SBK_1_ISH_GP_1
all_pcd_hptp_fabric,XXGPP_B_4_BK_0_SBK_0_ISH_GP_0
all_pcd_hptp_fabric,XXGPP_B_3_ISH_I2C0_SCL_ISH_I3C0_SCL_A_I2C2_SCL
all_pcd_hptp_fabric,XXGPP_B_25_ESPI_ALERT1_B
all_pcd_hptp_fabric,XXGPP_B_24_ESPI_ALERT0_B
all_pcd_hptp_fabric,XXGPP_B_23_TIME_SYNC_1_ISH_GP_6
all_pcd_hptp_fabric,XXGPP_B_22_TIME_SYNC_0_ISH_GP_5
all_pcd_hptp_fabric,XXGPP_B_21_A_I2C5_SCL_CNV_MFUART0_CTS_B_ISH_GP_9
all_pcd_hptp_fabric,XXGPP_B_20_A_I2C5_SDA_CNV_MFUART0_RTS_B_ISH_GP_8
all_pcd_hptp_fabric,XXGPP_B_2_ISH_I2C0_SDA_ISH_I3C0_SDA_A_I2C2_SDA
all_pcd_hptp_fabric,XXGPP_B_19_ISH_I2C2_SCL_A_I2C4_SCL_CNV_MFUART0_TXD
all_pcd_hptp_fabric,XXGPP_B_18_ISH_I2C2_SDA_A_I2C4_SDA_CNV_MFUART0_RXD
all_pcd_hptp_fabric,XXGPP_B_17_TBT_LSX0_OE_L_VDDEN2
all_pcd_hptp_fabric,XXGPP_B_16_TBT_LSX1_OE
all_pcd_hptp_fabric,XXGPP_B_15_USB2_OC3_B
all_pcd_hptp_fabric,XXGPP_B_14_USB2_OC2_B_DDSP_HPD4_DISP_MISC4
all_pcd_hptp_fabric,XXGPP_B_13_PLTRST_B
all_pcd_hptp_fabric,XXGPP_B_12_SLP_S0_B
all_pcd_hptp_fabric,XXGPP_B_11_USB2_OC1_B_DDSP_HPD3_DISP_MISC3
all_pcd_hptp_fabric,XXGPP_B_10_DDSP_HPD2_DISP_MISC2
all_pcd_hptp_fabric,XXGPP_B_1_USBC_SMLDATA
all_pcd_hptp_fabric,XXGPP_B_0_USBC_SMLCLK
all_pcd_hptp_fabric,XXGPP_A_9_OSSE_SMLDATA
all_pcd_hptp_fabric,XXGPP_A_8_OSSE_SMLCLK
all_pcd_hptp_fabric,XXGPP_A_6_ESPI_RESET_B
all_pcd_hptp_fabric,XXGPP_A_5_ESPI_CLK
all_pcd_hptp_fabric,XXGPP_A_4_ESPI_CS0_B
all_pcd_hptp_fabric,XXGPP_A_3_ESPI_IO_3_PRIACK_B
all_pcd_hptp_fabric,XXGPP_A_2_ESPI_IO_2_PRIPWRDNACK
all_pcd_hptp_fabric,XXGPP_A_17_ESPI_CS3_B
all_pcd_hptp_fabric,XXGPP_A_16_ESPI_CS2_B
all_pcd_hptp_fabric,XXGPP_A_15_DNX_FORCE_RELOAD
all_pcd_hptp_fabric,XXGPP_A_13_ESPI_CS1_B
all_pcd_hptp_fabric,XXGPP_A_12
all_pcd_hptp_fabric,XXGPP_A_11
all_pcd_hptp_fabric,XXGPP_A_10_OSSE_SMLALERT_B
all_pcd_hptp_fabric,XXGPP_A_1_ESPI_IO_1
all_pcd_hptp_fabric,XXGPP_A_0_ESPI_IO_0
all_pcd_hptp_fabric,XXDDSP_HPDA
all_pcd_hptp_fabric,XXCSI_C_C1_CK_N
all_pcd_hptp_fabric,XXCSI_C_C0_CK_P
all_pcd_hptp_fabric,XXCSI_C_B1_D1_N
all_pcd_hptp_fabric,XXCSI_C_B0_D0_N
all_pcd_hptp_fabric,XXCSI_C_A1_D1_P
all_pcd_hptp_fabric,XXCSI_C_A0_D0_P
all_pcd_hptp_fabric,XXCSI_B_C1_CK_N
all_pcd_hptp_fabric,XXCSI_B_C0_CK_P
all_pcd_hptp_fabric,XXCSI_B_B1_D1_N
all_pcd_hptp_fabric,XXCSI_B_B0_D0_N
all_pcd_hptp_fabric,XXCSI_B_A1_D1_P
all_pcd_hptp_fabric,XXCSI_B_A0_D0_P
all_pcd_hptp_fabric,XXCSI_A_C1_CK_N
all_pcd_hptp_fabric,XXCSI_A_C0_CK_P
all_pcd_hptp_fabric,XXCSI_A_B1_D1_N
all_pcd_hptp_fabric,XXCSI_A_B0_D0_N
all_pcd_hptp_fabric,XXCSI_A_A1_D1_P
all_pcd_hptp_fabric,XXCSI_A_A0_D0_P
hptp_out_pcd,XXHPTP_PCD_TX_0
hptp_out_pcd,XXHPTP_PCD_TX_1
hptp_out_pcd,XXHPTP_PCD_TX_2
hptp_out_pcd,XXHPTP_PCD_TX_3
hptp_out_pcd,XXHPTP_PCD_TX_4
hptp_out_pcd,XXHPTP_PCD_TX_5
hptp_out_pcd,XXHPTP_PCD_TX_6
hptp_out_pcd,XXHPTP_PCD_TX_7
hptp_in_pcd,XXHPTP_PCD_CLK
hptp_in_pcd,XXHPTP_PCD_CTL
hptp_in_pcd,XXHPTP_PCD_RX_0
hptp_in_pcd,XXHPTP_PCD_RX_1
hptp_in_pcd,XXHPTP_PCD_RX_2
hptp_in_pcd,XXHPTP_PCD_RX_3
hptp_in_pcd,XXHPTP_PCD_RX_4
hptp_in_pcd,XXHPTP_PCD_RX_5
hptp_in_pcd,XXHPTP_PCD_RX_6
hptp_in_pcd,XXHPTP_PCD_RX_7
ssn_in_pcd,XXGPP_F_0_CNV_BRI_DT_UART2_RTS_B
ssn_in_pcd,XXGPP_F_1_CNV_BRI_RSP_UART2_RXD
ssn_in_pcd,XXGPP_F_2_CNV_RGI_DT_UART2_TXD
ssn_in_pcd,XXGPP_F_3_CNV_RGI_RSP_UART2_CTS_B
ssn_in_pcd,XXGPP_F_4_CNV_RF_RESET_B
ssn_in_pcd,XXGPP_F_5_CRF_CLKREQ
ssn_in_pcd,XXGPP_F_6_CNV_PA_BLANKING
ssn_in_pcd,XXGPP_F_7_FUSA_DIAGTEST_EN_IMGCLKOUT_2
ssn_in_pcd,XXGPP_F_8_FUSA_DIAGTEST_MODE
ssn_in_pcd,XXGPP_F_9_SX_EXIT_HOLDOFF_B_ISH_GP_11_IEH_FATAL_ERR2_B
ssn_in_pcd,XXGPP_F_10_A_ISH_GP_6
ssn_in_pcd,XXGPP_F_11_THC1_SPI2_CLK_A_ISH_SPI_CLK_GSPI1_CLK
ssn_in_pcd,XXGPP_F_12_THC_I2C1_SCL_I3C2_SCL_THC1_SPI2_IO_0_A_ISH_SPI_MISO_GSPI1_MOSI_I2C5_SCL
ssn_in_pcd,XXGPP_F_13_THC_I2C1_SDA_I3C2_SDA_THC1_SPI2_IO_1_A_ISH_SPI_MOSI_GSPI1_MISO_I2C5_SDA
ssn_in_pcd,XXGPP_F_14_THC1_SPI2_IO_2_A_GSPI0_MOSI
ssn_in_pcd,XXGPP_F_15_THC1_SPI2_IO_3_A_GSPI0_MISO
ssn_in_pcd,XXGPP_F_16_THC1_SPI2_RST_B_A_GSPI0_CLK
ssn_in_pcd,XXGPP_F_17_THC1_SPI2_CS_B_A_ISH_SPI_CS_B_GSPI1_CS0_B
ssn_in_pcd,XXGPP_F_18_THC1_SPI2_INT_B_A_GSPI0_CS0_B
ssn_in_pcd,XXGPP_F_19
ssn_in_pcd,XXGPP_F_20
ssn_out_pcd,XXGPP_V_0_BATLOW_B
ssn_out_pcd,XXGPP_V_1_AC_PRESENT
ssn_out_pcd,XXGPP_V_2_SOC_WAKE_B
ssn_out_pcd,XXGPP_V_3_PWRBTN_B
ssn_out_pcd,XXGPP_V_4_SLP_S3_B
ssn_out_pcd,XXGPP_V_5_SLP_S4_B
ssn_out_pcd,XXGPP_V_6_SLP_A_B
ssn_out_pcd,XXGPP_V_7_SUSCLK
ssn_out_pcd,XXGPP_V_8_SLP_WLAN_B
ssn_out_pcd,XXGPP_V_9_SLP_S5_B
ssn_out_pcd,XXGPP_V_10_LANPHYPC
ssn_out_pcd,XXGPP_V_12_WAKE_B
ssn_out_pcd,XXGPP_V_13_CATERR_B
ssn_out_pcd,XXGPP_V_14_FORCEPR_B
ssn_out_pcd,XXGPP_V_15_THERMTRIP_B
ssn_out_pcd,XXGPP_V_16_VCCST_EN
ssn_out_pcd,XXGPP_C_2_SMBALERT_B
ssn_out_pcd,XXGPP_C_3_SML0CLK
ssn_out_pcd,XXGPP_C_4_SML0DATA
ssn_out_pcd,XXGPP_C_5_SML0ALERT_B
ssn_out_pcd,XXGPP_C_6_SML1CLK
gtio_xx_16in,XXGCD_TP_DATA_IN_0
gtio_xx_16in,XXGCD_TP_DATA_IN_1
gtio_xx_16in,XXGCD_TP_DATA_IN_2
gtio_xx_16in,XXGCD_TP_DATA_IN_3
gtio_xx_16in,XXGCD_TP_DATA_IN_4
gtio_xx_16in,XXGCD_TP_DATA_IN_5
gtio_xx_16in,XXGCD_TP_DATA_IN_6
gtio_xx_16in,XXGCD_TP_DATA_IN_7
gtio_xx_16in,XXGCD_TP_DATA_OUT_0
gtio_xx_16in,XXGCD_TP_DATA_OUT_1
gtio_xx_16in,XXGCD_TP_DATA_OUT_2
gtio_xx_16in,XXGCD_TP_DATA_OUT_3
gtio_xx_16in,XXGCD_TP_DATA_OUT_4
gtio_xx_16in,XXGCD_TP_DATA_OUT_5
gtio_xx_16in,XXGCD_TP_DATA_OUT_6
gtio_xx_16in,XXGCD_TP_DATA_OUT_7
gtio_xx_8in,XXGCD_TP_DATA_IN_0
gtio_xx_8in,XXGCD_TP_DATA_IN_1
gtio_xx_8in,XXGCD_TP_DATA_IN_2
gtio_xx_8in,XXGCD_TP_DATA_IN_3
gtio_xx_8in,XXGCD_TP_DATA_IN_4
gtio_xx_8in,XXGCD_TP_DATA_IN_5
gtio_xx_8in,XXGCD_TP_DATA_IN_6
gtio_xx_8in,XXGCD_TP_DATA_IN_7
gtio_xx_8out,XXGCD_TP_DATA_OUT_0
gtio_xx_8out,XXGCD_TP_DATA_OUT_1
gtio_xx_8out,XXGCD_TP_DATA_OUT_2
gtio_xx_8out,XXGCD_TP_DATA_OUT_3
gtio_xx_8out,XXGCD_TP_DATA_OUT_4
gtio_xx_8out,XXGCD_TP_DATA_OUT_5
gtio_xx_8out,XXGCD_TP_DATA_OUT_6
gtio_xx_8out,XXGCD_TP_DATA_OUT_7
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_0
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_1
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_2
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_3
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_4
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_5
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_6
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_7
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_8
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_9
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_10
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_11
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_12
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_13
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_14
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_15
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_16
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_17
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_18
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_19
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_20
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_21
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_22
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_23
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_24
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_25
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_26
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_27
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_28
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_29
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_30
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_31
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_32
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_33
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_34
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_35
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_36
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_37
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_38
gtio_zz_40in,ZZGCD_TP_DATA_IN_SRT_39
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_0
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_1
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_2
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_3
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_4
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_5
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_6
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_7
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_8
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_9
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_10
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_11
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_12
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_13
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_14
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_15
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_16
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_17
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_18
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_19
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_20
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_21
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_22
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_23
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_24
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_25
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_26
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_27
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_28
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_29
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_30
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_31
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_32
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_33
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_34
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_35
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_36
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_37
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_38
gtio_zz_40out,ZZGCD_TP_DATA_OUT_SRT_39
hptp_cpu_rx,XXHPTP_CPU_RX_0
hptp_cpu_rx,XXHPTP_CPU_RX_1
hptp_cpu_rx,XXHPTP_CPU_RX_2
hptp_cpu_rx,XXHPTP_CPU_RX_3
hptp_cpu_rx,XXHPTP_CPU_RX_4
hptp_cpu_rx,XXHPTP_CPU_RX_5
hptp_cpu_rx,XXHPTP_CPU_RX_6
hptp_cpu_rx,XXHPTP_CPU_RX_7
hptp_cpu_rx,XXHPTP_CPU_RX_8
hptp_cpu_rx,XXHPTP_CPU_RX_9
hptp_cpu_rx,XXHPTP_CPU_RX_10
hptp_cpu_rx,XXHPTP_CPU_RX_11
hptp_cpu_rx,XXHPTP_CPU_RX_12
hptp_cpu_rx,XXHPTP_CPU_RX_13
hptp_cpu_rx,XXHPTP_CPU_RX_14
hptp_cpu_rx,XXHPTP_CPU_RX_15
cpu_hptp_clk,XXHPTP_CPU_CLK_RX_0__EC
cpu_hptp_clk,XXHPTP_CPU_CLK_RX_1__EC
cpu_hptp_out,XXHPTP_CPU_TX_0
cpu_hptp_out,XXHPTP_CPU_TX_1
cpu_hptp_out,XXHPTP_CPU_TX_2
cpu_hptp_out,XXHPTP_CPU_TX_3
cpu_hptp_out,XXHPTP_CPU_TX_4
cpu_hptp_out,XXHPTP_CPU_TX_5
cpu_hptp_out,XXHPTP_CPU_TX_6
cpu_hptp_out,XXHPTP_CPU_TX_7
cpu_hptp_out,XXHPTP_CPU_TX_8
cpu_hptp_out,XXHPTP_CPU_TX_9
cpu_hptp_out,XXHPTP_CPU_TX_10
cpu_hptp_out,XXHPTP_CPU_TX_11
cpu_hptp_out,XXHPTP_CPU_TX_12
cpu_hptp_out,XXHPTP_CPU_TX_13
cpu_hptp_out,XXHPTP_CPU_TX_14
cpu_hptp_out,XXHPTP_CPU_TX_15
cpu_hptp_in,XXHPTP_CPU_RX_0
cpu_hptp_in,XXHPTP_CPU_RX_1
cpu_hptp_in,XXHPTP_CPU_RX_2
cpu_hptp_in,XXHPTP_CPU_RX_3
cpu_hptp_in,XXHPTP_CPU_RX_4
cpu_hptp_in,XXHPTP_CPU_RX_5
cpu_hptp_in,XXHPTP_CPU_RX_6
cpu_hptp_in,XXHPTP_CPU_RX_7
cpu_hptp_in,XXHPTP_CPU_RX_8
cpu_hptp_in,XXHPTP_CPU_RX_9
cpu_hptp_in,XXHPTP_CPU_RX_10
cpu_hptp_in,XXHPTP_CPU_RX_11
cpu_hptp_in,XXHPTP_CPU_RX_12
cpu_hptp_in,XXHPTP_CPU_RX_13
cpu_hptp_in,XXHPTP_CPU_RX_14
cpu_hptp_in,XXHPTP_CPU_RX_15
cpu_tap_in,XXJTAG_CPU_TCK__EC
cpu_tap_in,XXJTAG_CPU_TDI
cpu_tap_in,XXJTAG_CPU_TMS
cpu_tap_in,XXJTAG_CPU_TRSTB
cpu_tap_out,XXJTAG_CPU_TDO
hptp_pcd_rx,XXHPTP_PCD_RX_0
hptp_pcd_rx,XXHPTP_PCD_RX_1
hptp_pcd_rx,XXHPTP_PCD_RX_2
hptp_pcd_rx,XXHPTP_PCD_RX_3
hptp_pcd_rx,XXHPTP_PCD_RX_4
hptp_pcd_rx,XXHPTP_PCD_RX_5
hptp_pcd_rx,XXHPTP_PCD_RX_6
hptp_pcd_rx,XXHPTP_PCD_RX_7
gcd_sort,ZZGCD_A0_DEBUG_EN_SRT
gcd_sort,ZZGCD_FUSE_SORT_BUMPS_SRT_0
gcd_sort,ZZGCD_FUSE_SORT_BUMPS_SRT_1
gcd_sort,ZZGCD_FUSE_SORT_BUMPS_SRT_2
gcd_sort,ZZGCD_RESERVED_IN_SRT_0
gcd_sort,ZZGCD_RESERVED_IN_SRT_1
gcd_sort,ZZGCD_RESERVED_IN_SRT_2
gcd_sort,ZZGCD_RESERVED_IN_SRT_3
gcd_sort,ZZGCD_RESERVED_IN_SRT_4
gcd_sort,ZZGCD_RESERVED_OUT_SRT_0
gcd_sort,ZZGCD_RESERVED_OUT_SRT_1
gcd_sort,ZZGCD_RESERVED_OUT_SRT_2
gcd_sort,ZZGCD_RESERVED_OUT_SRT_3
gcd_sort,ZZGCD_RESERVED_OUT_SRT_4
gcd_sort,ZZGCD_SORT_MODE_SRT
gcd_sort,ZZGCD_TP_CLK_IN_SRT
gcd_sort,ZZGCD_TP_DATA_IN_SRT_0
gcd_sort,ZZGCD_TP_DATA_IN_SRT_1
gcd_sort,ZZGCD_TP_DATA_IN_SRT_2
gcd_sort,ZZGCD_TP_DATA_IN_SRT_3
gcd_sort,ZZGCD_TP_DATA_IN_SRT_4
gcd_sort,ZZGCD_TP_DATA_IN_SRT_5
gcd_sort,ZZGCD_TP_DATA_IN_SRT_6
